tf,relation,substrate
STE12,regulates,YNL179C
HMO1,regulates,RPS3
GCN4,regulates,RPS3
IFH1,regulates,RPS3
SFP1,regulates,RPS3
YAP1,regulates,RPS3
RAP1,regulates,RPS3
CIN5,regulates,RPS3
YAP1,regulates,TDA7
YAP7,regulates,TDA7
CBF1,regulates,NOP13
CBF1,regulates,YNL174W
FKH2,regulates,YNL174W
STE12,regulates,MDG1
INO2,regulates,PSD1
AFT1,regulates,PSD1
SFP1,regulates,RIA1
IFH1,regulates,RPL42a
SFP1,regulates,RPL42a
RAP1,regulates,RPL42a
PDR3,regulates,YGP1
TEC1,regulates,YGP1
PHO4,regulates,YGP1
STE12,regulates,YGP1
MSN4,regulates,YGP1
YAP1,regulates,YGP1
SOK2,regulates,YGP1
MSN2,regulates,YGP1
MCM1,regulates,YGP1
MET4,regulates,YGP1
CIN5,regulates,YGP1
RLM1,regulates,YGP1
RAP1,regulates,PGA1
RPN4,regulates,YNL155W
MSN2,regulates,YNL155W
ACE2,regulates,YCK2
RAP1,regulates,YCK2
RAP1,regulates,GIM3
UME6,regulates,PGA2
ABF1,regulates,PGA2
STE12,regulates,ALF1
ABF1,regulates,ALF1
IXR1,regulates,7.0
SWI5,regulates,YNL146W
SKN7,regulates,YNL146W
RGT1,regulates,YNL146W
ABF1,regulates,YNL146W
CIN5,regulates,YNL146W
TEC1,regulates,MFA2
RPN4,regulates,MFA2
STE12,regulates,MFA2
SKN7,regulates,MFA2
YOX1,regulates,MFA2
MCM1,regulates,MFA2
TEC1,regulates,YNL144C
PDR1,regulates,YNL144C
STE12,regulates,YNL144C
SOK2,regulates,YNL144C
MSN2,regulates,YNL144C
RAP1,regulates,YNL144C
STE12,regulates,YNL143C
GLN3,regulates,MEP2
GAT1,regulates,MEP2
STE12,regulates,MEP2
SOK2,regulates,MEP2
RAP1,regulates,MEP2
STE12,regulates,THO2
YAP5,regulates,FPR1
YAP1,regulates,FPR1
DAL82,regulates,FPR1
PDR1,regulates,YNL134C
HSF1,regulates,YNL134C
MSN4,regulates,YNL134C
YAP1,regulates,YNL134C
MSN2,regulates,YNL134C
HAL9,regulates,YNL134C
ROX1,regulates,YNL134C
TEC1,regulates,FYV6
STE12,regulates,FYV6
TEC1,regulates,KRE33
MSN2,regulates,KRE33
INO2,regulates,CPT1
PIP2,regulates,CPT1
GCN4,regulates,NRK1
ARO80,regulates,ESBP6
GCN4,regulates,ESBP6
FHL1,regulates,ESBP6
TEC1,regulates,NAF1
ADR1,regulates,MLS1
STE12,regulates,MLS1
XBP1,regulates,MLS1
ABF1,regulates,MLS1
CAT8,regulates,MLS1
YRM1,regulates,MLS1
SIP4,regulates,DMA2
CAD1,regulates,YNL115C
AFT1,regulates,DBP2
PUT3,regulates,DBP2
HAP1,regulates,CYB5
STE12,regulates,INP52
YRM1,regulates,YNL105W
GCN4,regulates,LEU4
PHO4,regulates,LEU4
ABF1,regulates,LEU4
SFP1,regulates,LEU4
YAP1,regulates,LEU4
GCN4,regulates,MET4
ABF1,regulates,MET4
SFP1,regulates,MET4
MBP1,regulates,POL1
ABF1,regulates,POL1
LEU3,regulates,POL1
RAP1,regulates,AVT4
SOK2,regulates,AIM37
ACE2,regulates,RAS2
MSN2,regulates,RAS2
STE12,regulates,PHO23
ROX1,regulates,PHO23
CBF1,regulates,RPS7b
IFH1,regulates,RPS7b
SFP1,regulates,RPS7b
RAP1,regulates,RPS7b
FHL1,regulates,RPS7b
CBF1,regulates,YNL095C
RAP1,regulates,YNL095C
CBF1,regulates,APP1
TEC1,regulates,RHO2
STE12,regulates,RHO2
AFT2,regulates,RHO2
PIP2,regulates,YNL089C
SOK2,regulates,2.0
SFP1,regulates,TCB2
MSN2,regulates,TCB2
ABF1,regulates,MKT1
ACE2,regulates,TPM1
RAP1,regulates,TPM1
SWI5,regulates,NIS1
STE12,regulates,NIS1
ACE2,regulates,NIS1
MSN4,regulates,APJ1
MSN2,regulates,APJ1
GAL4,regulates,3.0
YRM1,regulates,MSK1
ABF1,regulates,LAT1
TYE7,regulates,TOM7
TUP1,regulates,RPL16b
IFH1,regulates,RPL16b
SFP1,regulates,RPL16b
YOX1,regulates,RPL16b
RAP1,regulates,RPL16b
RAP1,regulates,FKH2
TUP1,regulates,RPL9b
IFH1,regulates,RPL9b
SFP1,regulates,RPL9b
RAP1,regulates,RPL9b
RLM1,regulates,RPL9b
SWI4,regulates,SUN4
STE12,regulates,SUN4
SOK2,regulates,SUN4
GCR2,regulates,SUN4
RAP1,regulates,SUN4
CIN5,regulates,SUN4
RLM1,regulates,SUN4
NRG1,regulates,AQR1
GCN4,regulates,AQR1
SPT23,regulates,AQR1
SOK2,regulates,AQR1
MSN2,regulates,AQR1
RDS2,regulates,AQR1
HSF1,regulates,YDJ1
CBF1,regulates,YDJ1
HSF1,regulates,MTQ1
YAP1,regulates,NOP2
PHO2,regulates,5.0
ABF1,regulates,5.0
ABF1,regulates,YNL058C
TEC1,regulates,POR1
STB5,regulates,POR1
HAP4,regulates,POR1
TEC1,regulates,VAC7
FLO8,regulates,COX5a
HAP2,regulates,COX5a
HAP4,regulates,COX5a
1.0,regulates,COG5
SFP1,regulates,YNL050C
FKH2,regulates,YNL046W
STE12,regulates,3.0
YRM1,regulates,3.0
SOK2,regulates,YNL040W
RTG3,regulates,IDH1
CBF1,regulates,IDH1
ABF1,regulates,IDH1
MSN2,regulates,IDH1
MOT3,regulates,IDH1
ROX1,regulates,IDH1
ADR1,regulates,NCE103
MET32,regulates,NCE103
GCN4,regulates,NCE103
STE12,regulates,NCE103
CBF1,regulates,NCE103
MSN2,regulates,NCE103
MSN2,regulates,YNL035C
RME1,regulates,YNL034W
MSN2,regulates,YNL034W
SWI5,regulates,YNL033W
RME1,regulates,YNL033W
SWI4,regulates,HHT2
SWI6,regulates,HHT2
YOX1,regulates,HHT2
HIR2,regulates,HHT2
SWI4,regulates,HHF2
YAP1,regulates,HHF2
YOX1,regulates,HHF2
MET4,regulates,HHF2
HIR2,regulates,HHF2
PHO4,regulates,CRZ1
YRM1,regulates,CRZ1
STE12,regulates,SSN8
RAP1,regulates,YNL024C
STE12,regulates,YNL019C
ZAP1,regulates,YNL018C
STE12,regulates,YNL017C
SWI4,regulates,PUB1
CIN5,regulates,PUB1
SOK2,regulates,PBI2
SOK2,regulates,HEF3
HCM1,regulates,YNL013C
RAP1,regulates,YNL010W
HAP4,regulates,IDP3
BAS1,regulates,IDP3
INO4,regulates,IDP3
HSF1,regulates,SIS1
SKN7,regulates,SIS1
SPT23,regulates,SIS1
MSN4,regulates,SIS1
MSN2,regulates,SIS1
HSF1,regulates,LST8
MSN4,regulates,LST8
MSN2,regulates,LST8
GCN4,regulates,HRB1
ABF1,regulates,HRB1
MSN4,regulates,RLP7
YOX1,regulates,RLP7
MSN2,regulates,RLP7
MSN2,regulates,DOM34
9.0,regulates,DOM34
HAP3,regulates,CIT1
RTG3,regulates,CIT1
HAP2,regulates,CIT1
CBF1,regulates,CIT1
HAP4,regulates,CIT1
MSN2,regulates,CIT1
RGM1,regulates,CIT1
STE12,regulates,ATO2
SWI4,regulates,LRO1
STE12,regulates,LRO1
FHL1,regulates,LRO1
MBP1,regulates,NRM1
GCN4,regulates,NRM1
SWI4,regulates,NRM1
SKO1,regulates,NRM1
SFP1,regulates,PHO91
AFT1,regulates,YNR014W
SKN7,regulates,YNR014W
MSN2,regulates,YNR014W
INO2,regulates,ACC1
MSN2,regulates,ACC1
INO4,regulates,ACC1
ABF1,regulates,TIM23
ACE2,regulates,TIM23
SFP1,regulates,TIM23
MSN2,regulates,TIM23
SWI5,regulates,RCF2
ABF1,regulates,RCF2
ACE2,regulates,RCF2
PDR3,regulates,ARE2
TEC1,regulates,ARE2
OAF3,regulates,ARE2
YAP1,regulates,ARE2
RAP1,regulates,ARE2
YRM1,regulates,ARE2
SWI4,regulates,CPR8
STE12,regulates,CPR8
SFP1,regulates,SOL1
SKO1,regulates,SOL1
YAP1,regulates,YNR034W_A
MSN2,regulates,YNR034W_A
CIN5,regulates,YNR034W_A
HAP1,regulates,COQ2
RAP1,regulates,YNR042W
HAP1,regulates,MVD1
RAP1,regulates,MVD1
PIP2,regulates,MVD1
TEC1,regulates,AGA1
SWI4,regulates,AGA1
STE12,regulates,AGA1
SWI6,regulates,AGA1
MCM1,regulates,AGA1
MOT3,regulates,AGA1
ROX1,regulates,AGA1
SPT23,regulates,FPK1
RAP1,regulates,FPK1
GCN4,regulates,LYS9
CAD1,regulates,NOG2
SFP1,regulates,ESF2
TUP1,regulates,4.0
NRG1,regulates,4.0
STE12,regulates,4.0
TEC1,regulates,FRE4
NRG1,regulates,FRE4
AFT1,regulates,FRE4
RIM101,regulates,FRE4
HAP1,regulates,FRE4
MSN2,regulates,FRE4
SKO1,regulates,FRE4
REB1,regulates,YNR061C
SKO1,regulates,YNR061C
YHP1,regulates,YNR063W
ABF1,regulates,YNR064C
SWI5,regulates,DSE4
STE12,regulates,DSE4
ACE2,regulates,DSE4
YOX1,regulates,DSE4
MSN2,regulates,DSE4
GLN3,regulates,YNR068C
NRG1,regulates,BSC5
GCN4,regulates,BSC5
HSF1,regulates,BSC5
YAP1,regulates,BSC5
NRG1,regulates,PDR18
YAP1,regulates,PDR18
TUP1,regulates,YNR071C
STE12,regulates,YNR071C
MSN2,regulates,YNR071C
STE12,regulates,HXT17
MSN2,regulates,HXT17
STE12,regulates,YNR073C
SOK2,regulates,YNR073C
YAP1,regulates,AIF1
YAP1,regulates,COS10
RAP1,regulates,COS10
HCM1,regulates,PAU6
ZAP1,regulates,PAU6
GAT3,regulates,PAU6
YAP1,regulates,PAU6
YRM1,regulates,PAU6
GAL4,regulates,PAU6
SPT23,regulates,YNR077C
YAP1,regulates,AAD15
SOK2,regulates,AAD15
HCM1,regulates,BDS1
MET32,regulates,BDS1
MET4,regulates,BDS1
MET32,regulates,YOL162W
SUM1,regulates,YOL162W
MET4,regulates,YOL162W
NRG1,regulates,PAU20
SWI6,regulates,PAU20
RAP1,regulates,PAU20
YRM1,regulates,PAU20
STE12,regulates,YOL159C
CIN5,regulates,YOL159C
RLM1,regulates,YOL159C
TUP1,regulates,ENB1
AFT1,regulates,ENB1
AFT2,regulates,ENB1
PDR3,regulates,IMA2
TUP1,regulates,IMA2
PDR1,regulates,IMA2
MIG1,regulates,IMA2
ASH1,regulates,IMA2
YAP1,regulates,IMA2
MSN2,regulates,IMA2
TUP1,regulates,HXT11
YAP6,regulates,HXT11
SWI4,regulates,HXT11
STE12,regulates,HXT11
YAP1,regulates,HXT11
SOK2,regulates,HXT11
MSN2,regulates,HXT11
SKO1,regulates,HXT11
ADR1,regulates,HPF1
SWI4,regulates,HPF1
RME1,regulates,HPF1
STE12,regulates,HPF1
ZAP1,regulates,HPF1
MSN2,regulates,HPF1
SKN7,regulates,ZPS1
YAP1,regulates,YOL153C
STE12,regulates,FRE7
YAP1,regulates,FRE7
SOK2,regulates,FRE7
MAC1,regulates,FRE7
PDR1,regulates,GRE2
YAP1,regulates,GRE2
SOK2,regulates,GRE2
SKO1,regulates,GRE2
RAP1,regulates,SPT20
OAF1,regulates,PEX11
ADR1,regulates,PEX11
PIP2,regulates,PEX11
STB5,regulates,RIB4
ABF1,regulates,RIB4
GCN4,regulates,ARG8
ARG81,regulates,ARG8
ARG80,regulates,ARG8
DAL82,regulates,ARG8
RAP1,regulates,BSC6
PHO4,regulates,PFK27
CBF1,regulates,PFK27
SKO1,regulates,PFK27
RAP1,regulates,PFK27
CIN5,regulates,PFK27
UME6,regulates,YOL131W
RAP1,regulates,YGK3
IFH1,regulates,RPL25
MSN2,regulates,RPL25
RAP1,regulates,RPL25
FHL1,regulates,RPL25
ADR1,regulates,MDH2
SWI4,regulates,MDH2
PDR1,regulates,MDH2
STE12,regulates,MDH2
STB5,regulates,MDH2
SKN7,regulates,MDH2
PHD1,regulates,MDH2
MSN2,regulates,MDH2
CAT8,regulates,MDH2
RAP1,regulates,MDH2
CIN5,regulates,MDH2
ADR1,regulates,TRM11
GCN4,regulates,TRM11
STE12,regulates,HRP1
SFP1,regulates,RPS19a
GCR2,regulates,RPS19a
RAP1,regulates,RPS19a
GCR1,regulates,RPS19a
IFH1,regulates,RPL18a
SFP1,regulates,RPL18a
RAP1,regulates,RPL18a
PHO2,regulates,MCH4
CAD1,regulates,MCH4
GCN4,regulates,MCH4
YAP1,regulates,MCH4
MSN2,regulates,MCH4
RAP1,regulates,MCH4
YAP1,regulates,YOL118C
STE12,regulates,RRI2
YAP1,regulates,RRI2
MSN2,regulates,RRI2
YAP1,regulates,MSN1
YAP1,regulates,PAP2
ASH1,regulates,SKM1
TEC1,regulates,MSB4
OAF1,regulates,MDY2
ABF1,regulates,MDY2
RAP1,regulates,MDY2
RAP1,regulates,SHR5
GLN3,regulates,ZEO1
PDR1,regulates,ZEO1
HSF1,regulates,ZEO1
SOK2,regulates,ZEO1
MSN2,regulates,ZEO1
CIN5,regulates,ZEO1
RDS2,regulates,ZEO1
INO4,regulates,YOL107W
STE12,regulates,YOL106W
TEC1,regulates,WSC3
TEC1,regulates,NDJ1
UME6,regulates,NDJ1
STE12,regulates,NDJ1
MSN2,regulates,NDJ1
SUM1,regulates,TPT1
OAF1,regulates,IZH4
ADR1,regulates,IZH4
2.0,regulates,IZH4
SPT23,regulates,IZH4
YAP1,regulates,PKH2
ABF1,regulates,YPQ1
STE12,regulates,DUF1
ABF1,regulates,ADH1
SOK2,regulates,ADH1
GCR2,regulates,ADH1
RAP1,regulates,ADH1
GCR1,regulates,ADH1
TEC1,regulates,PHM7
SOK2,regulates,PHM7
MSN2,regulates,PHM7
MOT3,regulates,PHM7
CIN5,regulates,PHM7
OAF1,regulates,ATG34
PDR3,regulates,ATG34
STE12,regulates,ATG34
OAF1,regulates,ATG19
RPN4,regulates,ATG19
HSF1,regulates,ATG19
STE12,regulates,ATG19
SPT23,regulates,ATG19
TEC1,regulates,IRA2
HSF1,regulates,IRA2
STE12,regulates,IRA2
MSN2,regulates,IRA2
CIN5,regulates,IRA2
ABF1,regulates,BRX1
DAL82,regulates,BRX1
RAP1,regulates,RTG1
MET32,regulates,MET22
GCN4,regulates,MET22
CBF1,regulates,MET22
RAP1,regulates,MAM3
GCN4,regulates,GPD2
RAP1,regulates,GPD2
TEC1,regulates,ARG1
STP1,regulates,ARG1
GCN4,regulates,ARG1
GLN3,regulates,ARG1
SKN7,regulates,ARG1
YAP5,regulates,ARG1
ABF1,regulates,ARG1
ARG81,regulates,ARG1
ARG80,regulates,ARG1
MCM1,regulates,ARG1
THI2,regulates,THI20
PDC2,regulates,THI20
STE12,regulates,DDR2
SKN7,regulates,DDR2
XBP1,regulates,DDR2
MSN4,regulates,DDR2
YAP1,regulates,DDR2
SOK2,regulates,DDR2
MSN2,regulates,DDR2
MET4,regulates,DDR2
RAP1,regulates,DDR2
CIN5,regulates,DDR2
REB1,regulates,SPE2
CBF1,regulates,SPE2
RAP1,regulates,SPE2
RAP1,regulates,GAL11
NDT80,regulates,YOL050C
YAP1,regulates,GSH2
SKN7,regulates,RRT8
MSN2,regulates,RRT8
RAP1,regulates,NOP12
TUP1,regulates,RPS15
IFH1,regulates,RPS15
RAP1,regulates,RPS15
IFH1,regulates,RPP2a
RAP1,regulates,RPP2a
OAF1,regulates,PRE6
RPN4,regulates,PRE6
PHO2,regulates,PRE6
SOK2,regulates,PRE6
DAL82,regulates,YOL035C
OAF3,regulates,OPI10
PDR3,regulates,SIL1
TEC1,regulates,SIL1
HAC1,regulates,SIL1
STE12,regulates,SIL1
PDR3,regulates,YOL029C
PDR1,regulates,YOL029C
RAP1,regulates,YOL029C
STE12,regulates,MIM1
STE12,regulates,LAG2
ABF1,regulates,LAG2
SUM1,regulates,YOL024W
BAS1,regulates,YOL024W
DAL82,regulates,DIS3
STE12,regulates,TAT2
MSN2,regulates,TAT2
PHD1,regulates,YOL019W
MBP1,regulates,ESC8
ABF1,regulates,ESC8
OAF1,regulates,CMK2
YAP1,regulates,CMK2
STE12,regulates,YOL014W
MCM1,regulates,YOL013W_A
MCM1,regulates,HTZ1
SWI4,regulates,PLB3
PHO4,regulates,PLB3
STE12,regulates,PLB3
CBF1,regulates,PLB3
MCM1,regulates,PLB3
TEC1,regulates,CSI2
SWI4,regulates,CSI2
ASH1,regulates,CSI2
SWI6,regulates,CSI2
AFT1,regulates,RPB11
OAF1,regulates,IZH2
PIP2,regulates,IZH2
CBF1,regulates,RRP6
RAP1,regulates,YSP3
CIN5,regulates,UTP23
RPN4,regulates,SGT2
HSF1,regulates,SGT2
RAP1,regulates,SLG1
YAP1,regulates,TIR4
RAP1,regulates,TIR4
YRM1,regulates,TIR4
SUM1,regulates,AUS1
STE12,regulates,AUS1
STE12,regulates,PET127
SOK2,regulates,YOR019W
HSF1,regulates,HSP10
CIN5,regulates,HSP10
PIP2,regulates,HSP10
AFT1,regulates,SFM1
MSN2,regulates,YOR022C
MCM1,regulates,YOR022C
SOK2,regulates,AHC1
RAP1,regulates,AHC1
IXR1,regulates,HST3
HSF1,regulates,BUB3
TUP1,regulates,STI1
HSF1,regulates,STI1
SPT23,regulates,STI1
ABF1,regulates,STI1
MSN2,regulates,STI1
YAP6,regulates,CIN5
FLO8,regulates,CIN5
STE12,regulates,CIN5
YAP1,regulates,CIN5
SOK2,regulates,CIN5
MSN2,regulates,CIN5
TEC1,regulates,DFG16
STE12,regulates,DFG16
TEC1,regulates,HMS1
FLO8,regulates,HMS1
STE12,regulates,HMS1
SKN7,regulates,HMS1
SFP1,regulates,HMS1
SOK2,regulates,HMS1
MSN2,regulates,HMS1
RAP1,regulates,HMS1
ROX1,regulates,HMS1
SOK2,regulates,HIR2
STE12,regulates,GLO4
YAP1,regulates,WHI2
MSN2,regulates,1.0
STE12,regulates,RAT1
YRM1,regulates,RAT1
OAF1,regulates,RSB1
TEC1,regulates,RSB1
NRG1,regulates,RSB1
PDR1,regulates,RSB1
STE12,regulates,RSB1
ABF1,regulates,RSB1
MSN2,regulates,RSB1
TUP1,regulates,YOR050C
SPT23,regulates,YOR052C
ASH1,regulates,YOR052C
SOK2,regulates,YOR052C
STE12,regulates,VHS3
ABF1,regulates,NOB1
ABF1,regulates,SGT1
XBP1,regulates,ASE1
ABF1,regulates,ASE1
YAP1,regulates,ASE1
MCM1,regulates,ASE1
SFP1,regulates,YBL070C
CBF1,regulates,PRS4
SFP1,regulates,PRS4
STE12,regulates,UBP13
UME6,regulates,PRX1
PDR1,regulates,PRX1
PUT3,regulates,PRX1
STE12,regulates,KIP1
STE12,regulates,YEL1
STE12,regulates,YBL059W
STE12,regulates,MOH1
ABF1,regulates,MOH1
RAP1,regulates,MOH1
ABF1,regulates,YBL048W
GCN4,regulates,COR1
HAP4,regulates,COR1
YAP1,regulates,COR1
SOK2,regulates,COR1
MSN2,regulates,COR1
TEC1,regulates,YBL044W
STE12,regulates,YBL044W
YAP1,regulates,YBL044W
MSN2,regulates,YBL044W
CIN5,regulates,YBL044W
PDR3,regulates,ECM13
TEC1,regulates,ECM13
GCN4,regulates,ECM13
ASH1,regulates,ECM13
YAP1,regulates,ECM13
SOK2,regulates,ECM13
MSN2,regulates,ECM13
RAP1,regulates,ECM13
CIN5,regulates,ECM13
DAL81,regulates,FUI1
SPT23,regulates,FUI1
MSN2,regulates,FUI1
RAP1,regulates,FUI1
MSN1,regulates,FUI1
ABF1,regulates,PRE7
RAP1,regulates,PRE7
STE12,regulates,MRPL16
TEC1,regulates,APL3
STE12,regulates,APL3
CBF1,regulates,YBL036C
HSF1,regulates,RIB1
YAP1,regulates,RIB1
HCM1,regulates,HEK2
HSF1,regulates,HEK2
SKN7,regulates,HEK2
ABF1,regulates,HEK2
YAP1,regulates,HEK2
YOX1,regulates,HEK2
MSN2,regulates,HEK2
TUP1,regulates,PET9
IXR1,regulates,PET9
HAP4,regulates,PET9
ABF1,regulates,PET9
ASH1,regulates,PET9
SOK2,regulates,PET9
RDS2,regulates,PET9
9.0,regulates,PET9
MSN2,regulates,YBL029C_A
TEC1,regulates,YBL029W
CAD1,regulates,YBL029W
BAS1,regulates,YBL029W
SOK2,regulates,YBL029W
MET31,regulates,YBL029W
CBF1,regulates,YBL028C
YAP1,regulates,YBL028C
MSN2,regulates,YBL028C
YAP7,regulates,YBL028C
CIN5,regulates,YBL028C
IFH1,regulates,RPL19b
RAP1,regulates,RPL19b
YAP7,regulates,RPL19b
CIN5,regulates,RPL19b
STE12,regulates,2.0
CBF1,regulates,NCL1
RPN4,regulates,MCM2
ABF1,regulates,MCM2
ACE2,regulates,MCM2
RPN4,regulates,PIM1
RAP1,regulates,PIM1
RAP1,regulates,RFT1
IXR1,regulates,POP8
TEC1,regulates,FUS3
STE12,regulates,FUS3
MSN2,regulates,FUS3
FLO8,regulates,ACH1
SOK2,regulates,ACH1
MSN2,regulates,ACH1
CAT8,regulates,ACH1
TEC1,regulates,RRN6
STE12,regulates,RRN6
REB1,regulates,FMT1
RAP1,regulates,FMT1
HSF1,regulates,SCT1
ABF1,regulates,SCT1
RAP1,regulates,SCT1
OTU1,regulates,YBL010C
YAP1,regulates,2.0
ABF1,regulates,SLA1
MSN2,regulates,SLA1
PDR3,regulates,LDB7
PDR1,regulates,PDR3
STE12,regulates,PDR3
YAP1,regulates,PDR3
TEC1,regulates,UTP20
YHP1,regulates,UTP20
IXR1,regulates,UTP20
YAP1,regulates,UTP20
YOX1,regulates,UTP20
MSN2,regulates,UTP20
MBP1,regulates,HTA2
SWI4,regulates,HTA2
CIN5,regulates,HTA2
MBP1,regulates,HTB2
1.0,regulates,HTB2
SWI6,regulates,HTB2
MSN2,regulates,HTB2
YAP1,regulates,NTH2
YOX1,regulates,RER2
YAP1,regulates,RCR1
GLN3,regulates,UGA2
TEC1,regulates,DSF2
STE12,regulates,DSF2
PDR3,regulates,FLR1
PDR1,regulates,FLR1
IXR1,regulates,FLR1
YAP1,regulates,FLR1
MSN2,regulates,FLR1
YRR1,regulates,FLR1
HSF1,regulates,HHF1
FKH2,regulates,HHF1
HIR2,regulates,HHF1
MSN2,regulates,HHT1
FKH2,regulates,HHT1
HIR2,regulates,HHT1
ABF1,regulates,IPP1
RAP1,regulates,IPP1
MOT3,regulates,YBR012C
STE12,regulates,GRX7
NRG1,regulates,GAL7
NRG1,regulates,GAL10
GAL80,regulates,GAL10
MSN2,regulates,GAL10
PIP2,regulates,GAL10
GAL4,regulates,GAL10
NRG1,regulates,GAL1
MIG1,regulates,GAL1
MIG2,regulates,GAL1
STE12,regulates,GAL1
GAL80,regulates,GAL1
MSN2,regulates,GAL1
GAL4,regulates,GAL1
TEC1,regulates,FUR4
ABF1,regulates,FUR4
MSN1,regulates,FUR4
STE12,regulates,CHS3
STE12,regulates,SCO2
YAP1,regulates,OLA1
MSN2,regulates,OLA1
INO2,regulates,CDS1
ABF1,regulates,CDS1
INO4,regulates,CDS1
STE12,regulates,RKM3
ABF1,regulates,RPL4a
SFP1,regulates,RPL4a
RAP1,regulates,RPL4a
RAP1,regulates,EDS1
RAP1,regulates,PDX3
MCM1,regulates,CSG2
RAP1,regulates,CSG2
MSN2,regulates,SCO1
HAP4,regulates,CHS2
FKH2,regulates,CHS2
HAP4,regulates,ATP3
HAP5,regulates,ATP3
TEC1,regulates,FIG1
SUM1,regulates,FIG1
STE12,regulates,FIG1
MCM1,regulates,FAT1
GCN4,regulates,QDR3
STE12,regulates,QDR3
MSN2,regulates,TCM62
GCN4,regulates,ZTA1
RAP1,regulates,ZTA1
GCN4,regulates,FMP23
STE12,regulates,FMP23
GCN4,regulates,RPS11b
IFH1,regulates,RPS11b
SFP1,regulates,RPS11b
RAP1,regulates,RPS11b
REB1,regulates,REB1
RPN4,regulates,REB1
STE12,regulates,REB1
ABF1,regulates,REB1
HSF1,regulates,REG2
ASH1,regulates,REG2
ACE2,regulates,REG2
HSF1,regulates,RFS1
STE12,regulates,YBR053C
SOK2,regulates,YBR053C
RDS2,regulates,YBR053C
GCN4,regulates,YRO2
STE12,regulates,YRO2
ABF1,regulates,YRO2
YAP1,regulates,YRO2
MSN2,regulates,YRO2
SKO1,regulates,YRO2
1.0,regulates,YBR056W
YOX1,regulates,YBR056W
MSN2,regulates,YBR056W
TEC1,regulates,MUM2
ACE2,regulates,MUM2
ABF1,regulates,UBP14
STE12,regulates,ORC2
YJL206C,regulates,ECM2
SKO1,regulates,ECM2
STE12,regulates,NRG2
SKN7,regulates,NRG2
YAP1,regulates,NRG2
MSN2,regulates,NRG2
TUP1,regulates,TIP1
ADR1,regulates,TIP1
PHO4,regulates,TIP1
STE12,regulates,TIP1
SPT23,regulates,TIP1
PHD1,regulates,TIP1
SOK2,regulates,TIP1
MSN2,regulates,TIP1
MCM1,regulates,TIP1
CIN5,regulates,TIP1
RDS2,regulates,TIP1
STP1,regulates,BAP2
GCN4,regulates,BAP2
STP2,regulates,BAP2
DAL81,regulates,BAP2
SFP1,regulates,BAP2
SOK2,regulates,BAP2
MSN2,regulates,BAP2
RAP1,regulates,BAP2
YAP1,regulates,TAT1
ROX1,regulates,TAT1
MBP1,regulates,ALG14
SWI4,regulates,ALG14
ASH1,regulates,ALG14
CIN5,regulates,ALG14
MBP1,regulates,YBR071W
SWI5,regulates,YBR071W
ASH1,regulates,YBR071W
SWI6,regulates,YBR071W
CAD1,regulates,HSP26
HSF1,regulates,HSP26
RIM101,regulates,HSP26
STE12,regulates,HSP26
ZAP1,regulates,HSP26
MSN4,regulates,HSP26
YAP1,regulates,HSP26
SOK2,regulates,HSP26
MSN2,regulates,HSP26
MSN4,regulates,RDH54
YRM1,regulates,YBR074W
TEC1,regulates,SLM4
SOK2,regulates,SLM4
RAP1,regulates,SLM4
TEC1,regulates,ECM33
STE12,regulates,ECM33
MSN2,regulates,ECM33
MCM1,regulates,ECM33
RAP1,regulates,ECM33
ABF1,regulates,SEC18
STE12,regulates,SPT7
HSF1,regulates,UBC4
STE12,regulates,UBC4
SOK2,regulates,UBC4
DIG1,regulates,UBC4
SWI5,regulates,TEC1
STE12,regulates,TEC1
MSN2,regulates,TEC1
SFP1,regulates,RPL19a
RAP1,regulates,RPL19a
PHO2,regulates,AAC3
STE12,regulates,AAC3
MSN2,regulates,AAC3
RAP1,regulates,AAC3
GCN4,regulates,YBR085C_A
HSF1,regulates,YBR085C_A
YAP1,regulates,YBR085C_A
MSN2,regulates,YBR085C_A
FHL1,regulates,YBR085C_A
BAS1,regulates,RFC5
SWI4,regulates,POL30
UME6,regulates,SIP4
RAP1,regulates,SIP4
RDS2,regulates,SIP4
GCN4,regulates,ARG3
GLN3,regulates,ARG3
STE12,regulates,ARG3
ASH1,regulates,ARG3
RFX1,regulates,ARG3
ARG81,regulates,ARG3
ARG80,regulates,ARG3
RAP1,regulates,ARG3
TEC1,regulates,ALY2
TEC1,regulates,TAX4
STE12,regulates,TAX4
PDR3,regulates,IML2
MSN2,regulates,IML2
SWI5,regulates,SCP160
STE12,regulates,SCP160
ACE2,regulates,SCP160
TUP1,regulates,PRY1
SWI4,regulates,PRY1
SKN7,regulates,PRY1
ABF1,regulates,PRY1
SOK2,regulates,PRY1
MSN2,regulates,PRY1
RAP1,regulates,PRY1
CIN5,regulates,PRY1
NRG1,regulates,PRY3
SWI5,regulates,PRY3
STE12,regulates,PRY3
FKH1,regulates,PRY3
ACE2,regulates,PRY3
SOK2,regulates,PRY3
MSN2,regulates,PRY3
RAP1,regulates,PRY3
SOK2,regulates,ICS3
SOK2,regulates,NET1
MSN2,regulates,NET1
HSF1,regulates,SMC3
STE12,regulates,SMC3
GCN4,regulates,PSF2
GCN4,regulates,ARG2
RPH1,regulates,YJL068C
ABF1,regulates,YJL068C
SFP1,regulates,YJL068C
RPH1,regulates,YJL067W
ABF1,regulates,YJL067W
