tf,relation,substrate
YAP1,regulates,CSN9
GCR2,regulates,CSN9
HMS1,regulates,CSN9
SFP1,regulates,YDR179W_A
ROX1,regulates,YDR179W_A
TEC1,regulates,SCC2
YAP1,regulates,SAS4
GLN3,regulates,ATC1
TEC1,regulates,YDR186C
RFX1,regulates,YDR186C
RAP1,regulates,YDR186C
RAP1,regulates,YDR187C
MCM1,regulates,RVB1
YHP1,regulates,HST4
YOX1,regulates,HST4
HAP4,regulates,NUP42
ABF1,regulates,MSS116
RAP1,regulates,MSS116
OAF1,regulates,UME6
LEU3,regulates,UME6
MSN2,regulates,UME6
SPT23,regulates,YDR209C
TEC1,regulates,YDR210W
HAP2,regulates,YDR210W
MSN2,regulates,YDR210W
TEC1,regulates,GCD6
STE12,regulates,GCD6
ABF1,regulates,TCP1
STE12,regulates,UPC2
DAL82,regulates,UPC2
GCN4,regulates,AHA1
HSF1,regulates,AHA1
STE12,regulates,AHA1
SPT23,regulates,AHA1
TUP1,regulates,YDR215C
STE12,regulates,ADR1
MSN4,regulates,ADR1
MSN2,regulates,ADR1
FHL1,regulates,ADR1
STB5,regulates,MFB1
SWI4,regulates,YDR222W
MET32,regulates,CRF1
CIN5,regulates,CRF1
SWI4,regulates,HTB1
HIR2,regulates,HTB1
HIR1,regulates,HTA1
SWI4,regulates,HTA1
SWI6,regulates,HTA1
MSN2,regulates,COX20
FHL1,regulates,COX20
HAP3,regulates,HEM1
HAP2,regulates,HEM1
STB5,regulates,HEM1
MSN2,regulates,HEM1
ABF1,regulates,RTN1
RAP1,regulates,RTN1
STE12,regulates,SNU56
STE12,regulates,BUD26
STE12,regulates,2.0
OAF1,regulates,PEX5
GCN4,regulates,PEX5
ARG81,regulates,PEX5
PIP2,regulates,PEX5
MSN4,regulates,MNN10
ABF1,regulates,MNN10
GCN4,regulates,VHS1
MSN2,regulates,VHS1
TEC1,regulates,YDR249C
STE12,regulates,YDR249C
MSN2,regulates,YDR249C
TEC1,regulates,PAM1
MSN2,regulates,PAM1
CBF1,regulates,MET32
MCM1,regulates,MET32
MET4,regulates,MET32
OAF1,regulates,CTA1
ADR1,regulates,CTA1
ABF1,regulates,CTA1
YAP1,regulates,CTA1
MSN2,regulates,CTA1
PIP2,regulates,CTA1
TUP1,regulates,HSP78
GCN4,regulates,HSP78
PDR1,regulates,HSP78
HSF1,regulates,HSP78
MSN4,regulates,HSP78
YAP1,regulates,HSP78
SOK2,regulates,HSP78
MSN2,regulates,HSP78
TUP1,regulates,YAP6
PDR1,regulates,YAP6
CBF1,regulates,YAP6
MSN2,regulates,YAP6
CIN5,regulates,YAP6
RAP1,regulates,SWM1
TEC1,regulates,EXG2
YAP6,regulates,YDR262W
MBP1,regulates,DIN7
SWI6,regulates,DIN7
AFT1,regulates,AKR1
ABF1,regulates,PEX10
ABF1,regulates,HEL2
RPN4,regulates,CCC2
AFT1,regulates,CCC2
AFT2,regulates,CCC2
TEC1,regulates,YDR274C
HSF1,regulates,BSC2
RAP1,regulates,BSC2
MSN2,regulates,PMP3
RAP1,regulates,PMP3
STE12,regulates,MTH1
STE12,regulates,YDR278C
RTG3,regulates,RNH202
RIM101,regulates,RNH202
STE12,regulates,RNH202
ABF1,regulates,RNH202
SUM1,regulates,PHM6
PHO4,regulates,PHM6
RAP1,regulates,PHM6
STE12,regulates,YDR282C
SFP1,regulates,YDR282C
ABF1,regulates,GCN2
ABF1,regulates,DPP1
INO4,regulates,DPP1
YAP5,regulates,INM2
MSN2,regulates,SSD1
RAP1,regulates,SSD1
STE12,regulates,DPL1
MCM1,regulates,DPL1
SWI4,regulates,MHR1
ABF1,regulates,MHR1
PDR3,regulates,2.0
PHO4,regulates,2.0
PDR1,regulates,2.0
YAP1,regulates,2.0
SOK2,regulates,2.0
HAP4,regulates,ATP5
RAP1,regulates,PRO1
STE12,regulates,CFT1
RAP1,regulates,CFT1
ABF1,regulates,CPR5
TEC1,regulates,GIC2
SWI4,regulates,GIC2
SKN7,regulates,GIC2
XBP1,regulates,GIC2
PHD1,regulates,GIC2
ASH1,regulates,GIC2
SOK2,regulates,GIC2
RAP1,regulates,GIC2
RLM1,regulates,GIC2
FHL1,regulates,GIC2
STE12,regulates,SUM1
ABF1,regulates,SUM1
ABF1,regulates,TFB1
ABF1,regulates,SSF2
RAP1,regulates,SSF2
HSF1,regulates,PIB1
STE12,regulates,OMS1
TEC1,regulates,HIM1
STE12,regulates,HIM1
BAS1,regulates,YFT2
ABF1,regulates,ASP1
CIN5,regulates,TIM11
FKH1,regulates,UTP4
ABF1,regulates,PEX3
ABF1,regulates,UBX5
ACA1,regulates,IRC3
YOX1,regulates,IRC3
RPN4,regulates,RQC1
CIN5,regulates,YDR338C
ABF1,regulates,FCF1
MSN2,regulates,FCF1
ABF1,regulates,YDR340W
GCN4,regulates,YDR341C
TEC1,regulates,HXT7
TUP1,regulates,HXT7
PHO4,regulates,HXT7
PDR1,regulates,HXT7
SOK2,regulates,HXT7
CRZ1,regulates,HXT7
TEC1,regulates,HXT6
TUP1,regulates,HXT6
NRG1,regulates,HXT6
PHO4,regulates,HXT6
ASH1,regulates,HXT6
SOK2,regulates,HXT6
MSN2,regulates,HXT6
INO4,regulates,HXT6
OAF1,regulates,YDR344C
STE12,regulates,YDR344C
PDR3,regulates,HXT3
INO2,regulates,HXT3
SWI5,regulates,HXT3
PDR1,regulates,HXT3
RGT1,regulates,HXT3
SOK2,regulates,HXT3
YAP1,regulates,TRR1
GCN4,regulates,TRP4
MSN4,regulates,TRP4
YAP1,regulates,TRP4
MSN2,regulates,TRP4
YAP1,regulates,BCP1
STE12,regulates,SEM1
TEC1,regulates,ESF1
STE12,regulates,ESF1
ABF1,regulates,ESF1
MSN2,regulates,ESF1
YRM1,regulates,ESF1
ABF1,regulates,YDR366C
CBF1,regulates,YPR1
SKO1,regulates,YPR1
RPN4,regulates,DXO1
CST6,regulates,VPS74
RFX1,regulates,VPS74
CST6,regulates,FRQ1
ECM22,regulates,FRQ1
ARO80,regulates,ATP17
HAP4,regulates,ATP17
ARO80,regulates,6.0
TEC1,regulates,RGA2
STE12,regulates,RGA2
ARO80,regulates,ARO10
STE12,regulates,ARO10
MSN2,regulates,ARO10
YAP1,regulates,RPP2b
RAP1,regulates,RPP2b
ADR1,regulates,ATO3
STE12,regulates,ATO3
ABF1,regulates,ATO3
SOK2,regulates,ATO3
CAT8,regulates,ATO3
SOK2,regulates,EFT2
FHL1,regulates,MUS81
RAP1,regulates,RVS167
SOK2,regulates,SAC7
RAP1,regulates,YDR391C
RPN4,regulates,RPT3
SWI5,regulates,NCB2
SWI5,regulates,UTP5
YAP1,regulates,HPT1
YAP5,regulates,DIT1
ABF1,regulates,RPB7
PDR3,regulates,PDR15
PDR1,regulates,PDR15
MSN4,regulates,PDR15
MSN2,regulates,PDR15
YRM1,regulates,PDR15
ABF1,regulates,ADE8
BAS1,regulates,ADE8
RAP1,regulates,ADE8
RAP1,regulates,SIZ1
RFX1,regulates,STE14
PHO4,regulates,DFM1
ABF1,regulates,DFM1
RAP1,regulates,YDR417C
IFH1,regulates,RPL12b
SFP1,regulates,RPL12b
RAP1,regulates,RPL12b
GCR1,regulates,RPL12b
FHL1,regulates,RPL12b
STE12,regulates,RAD30
1.0,regulates,SIP1
ABF1,regulates,SIP1
RPN4,regulates,RPN9
ABF1,regulates,TIF35
MSN2,regulates,CYM1
ABF1,regulates,GPI17
YRM1,regulates,GPI19
THI2,regulates,THI74
INO2,regulates,THI74
YAP1,regulates,THI74
TUP1,regulates,APT2
MIG1,regulates,APT2
ABF1,regulates,APT2
MSN2,regulates,APT2
RAP1,regulates,APT2
STE12,regulates,YDR442W
IXR1,regulates,YDR442W
ABF1,regulates,YDR442W
9.0,regulates,YDR442W
STE12,regulates,YDR445C
TEC1,regulates,ECM11
RAP1,regulates,RPS17b
TEC1,regulates,ADA2
STE12,regulates,ADA2
IFH1,regulates,ADA2
FHL1,regulates,ADA2
TUP1,regulates,UTP6
RAP1,regulates,RPS18a
TEC1,regulates,YHP1
SWI4,regulates,YHP1
STE12,regulates,YHP1
ASH1,regulates,YHP1
SOK2,regulates,YHP1
RAP1,regulates,YHP1
ASH1,regulates,PPN1
SKN7,regulates,TSA2
MSN4,regulates,TSA2
YAP1,regulates,TSA2
MSN2,regulates,TSA2
MSN4,regulates,YDR455C
MSN2,regulates,YDR455C
ABF1,regulates,NHX1
STE12,regulates,TOM1
MSN4,regulates,TOM1
MSN2,regulates,TOM1
TEC1,regulates,MFA1
STE12,regulates,MFA1
MCM1,regulates,MFA1
ABF1,regulates,STP1
ABF1,regulates,SPP41
AFT1,regulates,RMT2
PDR1,regulates,UGO1
STE12,regulates,UGO1
SFP1,regulates,UGO1
IFH1,regulates,RPL27b
SFP1,regulates,RPL27b
RAP1,regulates,RPL27b
HMS1,regulates,RPL27b
GCR1,regulates,RPL27b
FHL1,regulates,RPL27b
STE12,regulates,TRS31
SFP1,regulates,PRP3
MSN2,regulates,JIP4
FHL1,regulates,JIP4
ABF1,regulates,YDR476C
GCN4,regulates,PHO8
PHO4,regulates,PHO8
ABF1,regulates,PHO8
MSN2,regulates,PHO8
PHO4,regulates,KRE2
GCN4,regulates,VPS60
ABF1,regulates,VPS60
ABF1,regulates,RIB3
YAP1,regulates,RIB3
RAP1,regulates,RIB3
RAP1,regulates,PAC11
FHL1,regulates,PAC11
RAP1,regulates,SLD5
2.0,regulates,IZH1
MSN4,regulates,IZH1
MSN2,regulates,IZH1
GAL4,regulates,1.0
YAP1,regulates,PUF6
INO2,regulates,ITR1
OPI1,regulates,ITR1
INO4,regulates,ITR1
STE12,regulates,LCD1
FKH1,regulates,RPL37b
IFH1,regulates,RPL37b
YOX1,regulates,RPL37b
RAP1,regulates,RPL37b
MBP1,regulates,PLM2
SWI4,regulates,PLM2
SWI6,regulates,PLM2
YAP1,regulates,PLM2
MET32,regulates,SAM2
CBF1,regulates,SAM2
MET31,regulates,SAM2
ABF1,regulates,PSP1
TEC1,regulates,GNP1
GCN4,regulates,GNP1
FLO8,regulates,GNP1
SOK2,regulates,GNP1
MCM1,regulates,YDR509W
RTG3,regulates,SMT3
GCN4,regulates,SMT3
SOK2,regulates,SMT3
GCR2,regulates,SMT3
CIN5,regulates,SMT3
MSN2,regulates,EMI1
YAP1,regulates,GRX2
MSN2,regulates,GRX2
PDR1,regulates,EMI2
SOK2,regulates,EMI2
MSN2,regulates,EMI2
FHL1,regulates,EMI2
ABF1,regulates,GRH1
HAC1,regulates,EUG1
TEC1,regulates,SPS2
SUM1,regulates,SPS2
HMS1,regulates,SPS2
SUM1,regulates,SPS1
STE12,regulates,SPS1
TUP1,regulates,API2
1.0,regulates,API2
ABF1,regulates,API2
RAP1,regulates,API2
SWI4,regulates,SNA2
STB5,regulates,SNA2
SKN7,regulates,SNA2
PHD1,regulates,SNA2
ABF1,regulates,SNA2
ACE2,regulates,SNA2
SOK2,regulates,SNA2
MSN2,regulates,SNA2
TEC1,regulates,HLR1
HAP4,regulates,QCR7
STE12,regulates,APA2
GCN4,regulates,HSP31
YAP1,regulates,HSP31
MSN2,regulates,HSP31
CIN5,regulates,HSP31
AFT2,regulates,FIT1
STE12,regulates,YDR535C
ADR1,regulates,STL1
MSN2,regulates,STL1
HOT1,regulates,STL1
CIN5,regulates,STL1
YRM1,regulates,STL1
STE12,regulates,YDR537C
RAP1,regulates,YDR541C
ZAP1,regulates,PAU10
RAP1,regulates,PAU10
SWI5,regulates,YDR543C
MSN4,regulates,YDR544C
ABF1,regulates,YDR544C
MET32,regulates,YRF1_1
YOX1,regulates,YRF1_1
SWI4,regulates,YEL075C
MSN4,regulates,YEL073C
YOX1,regulates,YEL073C
RAP1,regulates,YEL073C
INO4,regulates,YEL073C
STE12,regulates,RMD6
YAP1,regulates,RMD6
RAP1,regulates,RMD6
RTG3,regulates,DLD3
SOK2,regulates,DLD3
MSN2,regulates,DLD3
RAP1,regulates,DLD3
MIG1,regulates,DSF1
MIG2,regulates,DSF1
STE12,regulates,DSF1
PUT3,regulates,DSF1
ROX1,regulates,DSF1
MIG1,regulates,HXT13
MIG2,regulates,HXT13
STE12,regulates,HXT13
SOK2,regulates,HPA3
AFT1,regulates,1.0
YOX1,regulates,1.0
SOK2,regulates,1.0
GCN4,regulates,CAN1
DAL80,regulates,CAN1
TEC1,regulates,2.0
STE12,regulates,2.0
HCM1,regulates,CIN8
ADR1,regulates,PRB1
AFT1,regulates,PRB1
ZAP1,regulates,PRB1
MSN2,regulates,PRB1
RDS2,regulates,PRB1
AFT2,regulates,PRB1
STE12,regulates,SOM1
SOK2,regulates,SOM1
CIN5,regulates,SOM1
CIN5,regulates,YEL057C
IXR1,regulates,HAT2
RAP1,regulates,HAT2
IFH1,regulates,RPL12a
SFP1,regulates,RPL12a
RAP1,regulates,RPL12a
FHL1,regulates,RPL12a
YAP1,regulates,MAK10
MSN4,regulates,AFG1
YAP1,regulates,AFG1
STE12,regulates,PAU2
STE12,regulates,TCA17
YAP1,regulates,FRD1
STP1,regulates,GLY1
GCN4,regulates,GLY1
PDR1,regulates,GLY1
CBF1,regulates,GLY1
BAS1,regulates,GLY1
YAP1,regulates,GLY1
SOK2,regulates,GLY1
MSN2,regulates,GLY1
MCM1,regulates,GLY1
MET4,regulates,GLY1
RAP1,regulates,GLY1
CIN5,regulates,GLY1
TUP1,regulates,YEL045C
HSF1,regulates,YEL045C
STE12,regulates,YEL045C
CBF1,regulates,YEL045C
YAP1,regulates,YEL045C
RAP1,regulates,YEL045C
STE12,regulates,IES6
SOK2,regulates,IES6
STE12,regulates,YEL043W
CBF1,regulates,YEL043W
RAP1,regulates,YEL043W
BAS1,regulates,GDA1
STE12,regulates,YEF1
STB5,regulates,YEF1
SOK2,regulates,YEF1
TEC1,regulates,UTR2
SWI6,regulates,UTR2
YAP1,regulates,UTR2
SOK2,regulates,UTR2
RAP1,regulates,UTR2
RLM1,regulates,UTR2
ROX1,regulates,UTR2
HAP1,regulates,CYC7
CIN5,regulates,CYC7
ROX1,regulates,CYC7
STB5,regulates,UTR4
PHD1,regulates,UTR4
RPN4,regulates,RAD23
XBP1,regulates,RAD23
ABF1,regulates,ANP1
ADR1,regulates,UTR5
STE12,regulates,UTR5
SOK2,regulates,UTR5
ABF1,regulates,HYP2
HAP1,regulates,HYP2
RAP1,regulates,HYP2
STE12,regulates,MTC7
STE12,regulates,MCM3
MSN2,regulates,MCM3
STE12,regulates,ECM10
STE12,regulates,YEL025C
STE12,regulates,RIP1
CBF1,regulates,RIP1
HAP1,regulates,RIP1
RAP1,regulates,YEL023C
RPN4,regulates,GEA2
YRM1,regulates,GEA2
TEC1,regulates,URA3
PHO4,regulates,URA3
STE12,regulates,URA3
SOK2,regulates,URA3
RAP1,regulates,URA3
XBP1,regulates,PMP2
SOK2,regulates,PMP2
MSN2,regulates,PMP2
RAP1,regulates,PMP2
ABF1,regulates,GTT3
MSN2,regulates,GTT3
RAP1,regulates,GTT3
AFT1,regulates,UBC8
STE12,regulates,UBC8
ASH1,regulates,UBC8
SOK2,regulates,UBC8
MSN2,regulates,UBC8
AFT2,regulates,UBC8
OAF1,regulates,GLC3
SOK2,regulates,GLC3
MSN2,regulates,GLC3
PIP2,regulates,GLC3
PDR1,regulates,YEL010W
STP1,regulates,GCN4
GLN3,regulates,GCN4
HAP4,regulates,GCN4
RAP1,regulates,YEL008W
TEC1,regulates,MIT1
STE12,regulates,MIT1
ACE2,regulates,MIT1
MSN2,regulates,MIT1
RAP1,regulates,MIT1
ACE2,regulates,YEA6
ABF1,regulates,VAB2
RAP1,regulates,IRC22
GCN4,regulates,MNN1
SWI4,regulates,MNN1
SWI6,regulates,MNN1
SOK2,regulates,MNN1
MSN2,regulates,MNN1
HAL9,regulates,MNN1
ABF1,regulates,PMI40
ASH1,regulates,FMP52
ABF1,regulates,NUG1
YOX1,regulates,NUG1
ABF1,regulates,TMA20
SKN7,regulates,TIR1
IXR1,regulates,TIR1
PHD1,regulates,TIR1
SOK2,regulates,TIR1
RAP1,regulates,TIR1
YRM1,regulates,TIR1
RPN4,regulates,PRE1
MSN2,regulates,PRP22
OAF1,regulates,FAA2
ADR1,regulates,FAA2
PIP2,regulates,FAA2
SOK2,regulates,AFG3
RAP1,regulates,ISC1
CIN5,regulates,SBH2
SOK2,regulates,GPA2
RPN4,regulates,RPN3
MSN4,regulates,RPN3
REB1,regulates,GCD11
ARG80,regulates,GCD11
INO4,regulates,CHO1
STE12,regulates,MIG3
RGT1,regulates,MIG3
RAP1,regulates,MIG3
TOS8,regulates,SMB1
RAP1,regulates,FIR1
STE12,regulates,ZRG8
SOK2,regulates,ZRG8
CIN5,regulates,ZRG8
STE12,regulates,YER034W
HSF1,regulates,EDC2
ABF1,regulates,EDC2
SOK2,regulates,EDC2
RAP1,regulates,EDC2
HSF1,regulates,ARB1
PHO4,regulates,PHM8
HSF1,regulates,PHM8
STE12,regulates,PHM8
MSN4,regulates,PHM8
SOK2,regulates,PHM8
MSN2,regulates,PHM8
GCN4,regulates,YER039C_A
GCN4,regulates,GLN3
ABF1,regulates,YEN1
INO2,regulates,SAH1
RPN4,regulates,ERG28
CBF1,regulates,ERG28
RFX1,regulates,ERG28
ECM22,regulates,ERG28
YAP1,regulates,ERG28
SOK2,regulates,ERG28
MSN2,regulates,ERG28
UME6,regulates,MEI4
MSN4,regulates,MEI4
MSN2,regulates,MEI4
1.0,regulates,ACA1
STE12,regulates,SPO73
FHL1,regulates,SPO73
CIN5,regulates,CAJ1
STE12,regulates,ISD11
GCN4,regulates,HOM3
CBF1,regulates,PIC2
HAP1,regulates,PIC2
SOK2,regulates,PIC2
MSN2,regulates,PIC2
TUP1,regulates,HIS1
GCN4,regulates,HIS1
PHO4,regulates,HIS1
CBF1,regulates,HIS1
SOK2,regulates,HIS1
MSN2,regulates,HIS1
TUP1,regulates,FCY2
MSN2,regulates,FCY2
RAP1,regulates,FCY2
IFH1,regulates,RPL34a
SFP1,regulates,RPL34a
RAP1,regulates,RPL34a
CBF1,regulates,HMF1
RAP1,regulates,HMF1
YRM1,regulates,FCY22
BAS1,regulates,CEM1
YAP1,regulates,CEM1
SOK2,regulates,HOR2
MSN2,regulates,HOR2
HOT1,regulates,HOR2
RAP1,regulates,HOR2
CBF1,regulates,THO1
RAP1,regulates,THO1
TEC1,regulates,VHR2
STE12,regulates,VHR2
CBF1,regulates,VHR2
RAP1,regulates,VHR2
ADR1,regulates,ICL1
STE12,regulates,ICL1
ZAP1,regulates,ICL1
CAT8,regulates,ICL1
SOK2,regulates,RRT13
MSN4,regulates,YER066C_A
MSN2,regulates,YER066C_A
YAP1,regulates,RGI1
MSN2,regulates,RGI1
GCN4,regulates,ARG5_6
LEU3,regulates,ARG5_6
YAP1,regulates,ARG5_6
ARG81,regulates,ARG5_6
SOK2,regulates,ARG5_6
ARG80,regulates,ARG5_6
MBP1,regulates,RNR1
SWI4,regulates,RNR1
IXR1,regulates,RNR1
ECM22,regulates,RNR1
MCM1,regulates,RNR1
PHO4,regulates,VTC1
ADR1,regulates,ALD5
GCN4,regulates,ALD5
PHO4,regulates,ALD5
STE12,regulates,ALD5
ABF1,regulates,ALD5
YAP1,regulates,ALD5
SOK2,regulates,ALD5
MSN2,regulates,ALD5
RAP1,regulates,ALD5
CIN5,regulates,ALD5
GCN4,regulates,RPS24a
CBF1,regulates,RPS24a
IFH1,regulates,RPS24a
SFP1,regulates,RPS24a
RAP1,regulates,RPS24a
TEC1,regulates,PTP3
STE12,regulates,PTP3
SKO1,regulates,PTP3
ACE2,regulates,YER077C
ACE2,regulates,ICP55
YAP1,regulates,ICP55
SWI5,regulates,YER079W
STE12,regulates,YER079W
SKN7,regulates,YER079W
ACE2,regulates,YER079W
YAP1,regulates,YER079W
MSN2,regulates,YER079W
AFT2,regulates,YER079W
ACE2,regulates,AIM9
STE12,regulates,SER3
IXR1,regulates,SER3
ACE2,regulates,SER3
SWI6,regulates,SER3
RAP1,regulates,SER3
GCN4,regulates,YER085C
GCN4,regulates,ILV1
STE12,regulates,AIM10
ACE2,regulates,SBH1
ABF1,regulates,DOT6
SOK2,regulates,DOT6
MSN2,regulates,DOT6
GCN4,regulates,PTC2
STE12,regulates,PTC2
RAP1,regulates,PTC2
FHL1,regulates,PTC2
GCN4,regulates,TRP2
MET32,regulates,MET6
STE12,regulates,MET6
SKN7,regulates,MET6
CBF1,regulates,MET6
ABF1,regulates,MET6
BAS1,regulates,MET6
YAP1,regulates,MET6
MSN2,regulates,MET6
MET4,regulates,MET6
RAP1,regulates,MET6
MET31,regulates,MET6
ABF1,regulates,YER091C_A
BAS1,regulates,IES5
MET31,regulates,IES5
MSN2,regulates,AIM11
RPN4,regulates,PUP3
MBP1,regulates,PUP3
SWI6,regulates,PUP3
SOK2,regulates,PUP3
MSN2,regulates,PUP3
MBP1,regulates,RAD51
STE12,regulates,RAD51
SWI6,regulates,RAD51
YOX1,regulates,RAD51
MSN2,regulates,RAD51
NRG1,regulates,SHC1
SOK2,regulates,SHC1
STE12,regulates,YER097W
STE12,regulates,UBP9
MSN2,regulates,UBP9
GCR1,regulates,UBP9
TOS8,regulates,UBC6
HSF1,regulates,RPS8b
SFP1,regulates,RPS8b
RAP1,regulates,RPS8b
HSF1,regulates,SSA4
STE12,regulates,SSA4
MSN4,regulates,SSA4
YAP1,regulates,SSA4
SOK2,regulates,SSA4
MSN2,regulates,SSA4
CIN5,regulates,SSA4
ABF1,regulates,NUP157
TEC1,regulates,FLO8
STE12,regulates,FLO8
MCM1,regulates,KAP123
MBP1,regulates,SWI4
STE12,regulates,SWI4
SWI6,regulates,SWI4
SOK2,regulates,SWI4
MCM1,regulates,SWI4
MSN2,regulates,4.0
YRM1,regulates,TMN3
YAP5,regulates,SLX8
SFP1,regulates,SLX8
SFP1,regulates,RPL23b
RAP1,regulates,RPL23b
GCR1,regulates,RPL23b
TEC1,regulates,SHO1
STE12,regulates,SHO1
STE12,regulates,AVT6
RAP1,regulates,AVT6
YRM1,regulates,YER119C_A
STE12,regulates,SCS2
RAP1,regulates,SCS2
MBP1,regulates,DSE1
SWI5,regulates,DSE1
CAD1,regulates,DSE1
STE12,regulates,DSE1
FKH1,regulates,DSE1
ACE2,regulates,DSE1
CIN5,regulates,DSE1
MBP1,regulates,RSP5
ACE2,regulates,RSP5
RAP1,regulates,RSP5
ACE2,regulates,NSA2
ACE2,regulates,LCP5
SOK2,regulates,YER130C
STE12,regulates,RPS26b
PHD1,regulates,RPS26b
ABF1,regulates,RPS26b
IFH1,regulates,RPS26b
SOK2,regulates,RPS26b
MSN2,regulates,RPS26b
RAP1,regulates,RPS26b
FHL1,regulates,RPS26b
STE12,regulates,PMD1
MCM1,regulates,GLC7
MSN2,regulates,GDI1
TEC1,regulates,YER137C
STE12,regulates,YER137C
TEC1,regulates,YER138W_A
STE12,regulates,YER138W_A
ABF1,regulates,YER138W_A
RTG1,regulates,RTR1
HAP1,regulates,COX15
RPN4,regulates,MAG1
RPN4,regulates,DDI1
ASH1,regulates,DDI1
TEC1,regulates,FTR1
TUP1,regulates,FTR1
SWI4,regulates,FTR1
PDR1,regulates,FTR1
AFT1,regulates,FTR1
SOK2,regulates,FTR1
MAC1,regulates,FTR1
MSN2,regulates,FTR1
AFT2,regulates,FTR1
STE12,regulates,5.0
YAP1,regulates,SPT15
TEC1,regulates,PEA2
STE12,regulates,PEA2
TEC1,regulates,SPI1
ADR1,regulates,SPI1
STE12,regulates,SPI1
SKN7,regulates,SPI1
SOK2,regulates,SPI1
MSN2,regulates,SPI1
MCM1,regulates,SPI1
STE12,regulates,UBP3
SKN7,regulates,YER152C
ACE2,regulates,YER152C
ACE2,regulates,PET122
MSN2,regulates,PET122
FHL1,regulates,PET122
SKN7,regulates,OXA1
PHD1,regulates,OXA1
ACE2,regulates,OXA1
TEC1,regulates,BEM2
SWI5,regulates,BEM2
STE12,regulates,BEM2
LEU3,regulates,BEM2
AFT1,regulates,YER156C
STE12,regulates,COG3
TEC1,regulates,YER158C
TUP1,regulates,YER158C
IXR1,regulates,YER158C
SOK2,regulates,YER158C
MSN2,regulates,YER158C
CIN5,regulates,YER158C
YRM1,regulates,YER158C
YOX1,regulates,BUR6
MSN2,regulates,BUR6
MCM1,regulates,BUR6
STE12,regulates,SPT2
REB1,regulates,GCG1
XBP1,regulates,GCG1
STE12,regulates,CCA1
STE12,regulates,RPH1
YAP5,regulates,GRX4
HAP4,regulates,GRX4
GCN4,regulates,1.0
GLN3,regulates,1.0
SOK2,regulates,1.0
GCN4,regulates,ECM32
ACE2,regulates,ECM32
STB5,regulates,BMH1
ACE2,regulates,BMH1
GCR1,regulates,BMH1
UME6,regulates,DMC1
STE12,regulates,DMC1
STE12,regulates,YER181C
THI2,regulates,FAU1
SFP1,regulates,FAU1
TEC1,regulates,YER184C
STE12,regulates,YER184C
ABF1,regulates,YER184C
TEC1,regulates,PUG1
GCN4,regulates,PUG1
STE12,regulates,PUG1
MSN2,regulates,PUG1
CIN5,regulates,PUG1
STE12,regulates,YER188W
ABF1,regulates,YER188W
TEC1,regulates,YER189W
MIG3,regulates,YER189W
SWI4,regulates,YER189W
MSN4,regulates,YER189W
MAL33,regulates,YRF1_2
SWI5,regulates,YRF1_2
SWI4,regulates,YRF1_2
CST6,regulates,YRF1_2
YRM1,regulates,YFL067W
MAL33,regulates,YFL066C
ABF1,regulates,YFL065C
SWI4,regulates,YFL064C
STE12,regulates,YFL064C
SOK2,regulates,YFL064C
SWI5,regulates,YFL063W
STE12,regulates,YFL063W
ABF1,regulates,COS4
SOK2,regulates,COS4
ABF1,regulates,SNO3
BAS1,regulates,SNO3
STB1,regulates,SNO3
ABF1,regulates,SNZ3
BAS1,regulates,SNZ3
RPN4,regulates,AAD16
YAP1,regulates,AAD16
MSN2,regulates,AAD16
RPN4,regulates,AAD6
YAP1,regulates,AAD6
STE12,regulates,AGP3
YAP1,regulates,AGP3
RLM1,regulates,AGP3
STE12,regulates,DAK2
STE12,regulates,YFL052W
TUP1,regulates,YFL051C
YAP6,regulates,YFL051C
STE12,regulates,ALR2
TEC1,regulates,EMP47
TEC1,regulates,RGD2
STE12,regulates,RGD2
AFT2,regulates,FET5
SUM1,regulates,YFL040W
REB1,regulates,ACT1
RAP1,regulates,RPL22b
FHL1,regulates,RPL22b
RAP1,regulates,YFL034W
STE12,regulates,HAC1
CBF1,regulates,HAC1
MSN2,regulates,HAC1
STE12,regulates,AGX1
MSN2,regulates,AGX1
CIN5,regulates,AGX1
GCN4,regulates,CAF16
MCM1,regulates,CAF16
STE12,regulates,GYP8
YAP1,regulates,GYP8
MCM1,regulates,GYP8
STP2,regulates,STE2
STE12,regulates,STE2
YAP1,regulates,STE2
MCM1,regulates,STE2
HAP5,regulates,STE2
MSN2,regulates,EPL1
REB1,regulates,BUD27
PDR1,regulates,BUD27
STB5,regulates,BUD27
ABF1,regulates,BUD27
RAP1,regulates,BUD27
TUP1,regulates,FRS2
GLN3,regulates,FRS2
ACE2,regulates,FRS2
MSN2,regulates,FRS2
RAP1,regulates,FRS2
YRM1,regulates,FRS2
SWI5,regulates,GAT1
UME6,regulates,GAT1
GCN4,regulates,GAT1
GLN3,regulates,GAT1
HAP2,regulates,GAT1
STE12,regulates,GAT1
GZF3,regulates,GAT1
DAL80,regulates,GAT1
ACE2,regulates,GAT1
MSN2,regulates,GAT1
STE12,regulates,PAU5
GCN4,regulates,LPD1
ABF1,regulates,LPD1
ABF1,regulates,SMX2
ADR1,regulates,MDJ1
HSF1,regulates,MDJ1
SPT23,regulates,MDJ1
MSN2,regulates,MDJ1
TUP1,regulates,YFL015C
RAP1,regulates,YFL015C
TEC1,regulates,HSP12
SWI5,regulates,HSP12
ADR1,regulates,HSP12
SWI4,regulates,HSP12
